Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Münster;https://en.wikipedia.org/wiki/University_of_M%C3%BCnster
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Erlangen-Nuremberg;https://en.wikipedia.org/wiki/University_of_Erlangen-Nuremberg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Oldenburg;https://en.wikipedia.org/wiki/University_of_Oldenburg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Osnabrück;https://en.wikipedia.org/wiki/University_of_Osnabr%C3%BCck
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Paderborn;https://en.wikipedia.org/wiki/University_of_Paderborn
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Passau;https://en.wikipedia.org/wiki/University_of_Passau
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Potsdam;https://en.wikipedia.org/wiki/University_of_Potsdam
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Regensburg;https://en.wikipedia.org/wiki/University_of_Regensburg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Rostock;https://en.wikipedia.org/wiki/University_of_Rostock
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Saarland University;https://en.wikipedia.org/wiki/Saarland_University
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Siegen;https://en.wikipedia.org/wiki/University_of_Siegen
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;German University of Administrative Sciences Speyer;https://en.wikipedia.org/wiki/German_University_of_Administrative_Sciences_Speyer
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Stuttgart;https://en.wikipedia.org/wiki/University_of_Stuttgart
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Trier;https://en.wikipedia.org/wiki/University_of_Trier
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Tübingen;https://en.wikipedia.org/wiki/University_of_T%C3%BCbingen
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Ulm;https://en.wikipedia.org/wiki/University_of_Ulm
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Halle-Wittenberg (also in Halle);https://en.wikipedia.org/wiki/University_of_Halle-Wittenberg
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Vechta;https://en.wikipedia.org/wiki/University_of_Vechta
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Weimar;https://en.wikipedia.org/wiki/Bauhaus_University,_Weimar
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;Witten/Herdecke University;https://en.wikipedia.org/wiki/Witten/Herdecke_University
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Wuppertal;https://en.wikipedia.org/wiki/University_of_Wuppertal
Germany;https://en.wikipedia.org/wiki/List_of_universities_in_Germany;University of Würzburg;https://en.wikipedia.org/wiki/University_of_W%C3%BCrzburg
